   MJD       EECO-REF    NIST-REF NS      DATE    COMMENTS
=========    ========    ======== ==    ========  ========
     0.         0.          0.    a               No corrections for early
 49320.5        0.          0.    a                 data.  Bummer!
 49321.50       5.766      -3.121 a f  30-Nov-93  From Green Bank mmmyy.TP files
 49322.50       5.766      -3.126 a f   1-Dec-93     10th clock offset in a given entry
 49369.50       5.766      -4.731 a f  17-Jan-94     5.766 us compensates for cable length
 49372.50       5.766      -5.131 a f  20-Jan-94        change in 1994
 49437.50       5.766       4.871 a f  26-Mar-94
 49438.50       5.766       5.173 a f  27-Mar-94 
 49477.50       5.766       8.785 a f   5-MAY-94 
 49483.50       5.766       8.976 a f  11-MAY-94
 49486.50       5.766       9.231 a f  14-May-94  
 49488.50       5.766       9.338 a f  16-MAY-94
 49490.50       5.766       9.141 a f  18-MAY-94    actually 49490.25
 49491.50       5.766       9.395 a f  19-MAY-94 
 49493.50       5.766       9.664 a f  21-MAY-94    actually 49493.625
 49495.50       5.766       9.61  a f  23-May-94  
 49540.50       5.766      12.413 a f   7-Jul-94 a guess (copied from 9-Jul)
 49542.50       5.766      12.413 a f   9-Jul-94
 49543.50       5.766      12.417 a f  10-Jul-94    actually 49543.333
 49545.50       5.766      12.52  a f  12-Jul-94  
 49583.50       5.766       4.603 a f  19-Aug-94
 49584.50       5.766       4.659 a f  20-Aug-94
 49585.50       5.766       4.569 a f  21-Aug-94
 49586.50       5.766       4.511 a f  22-Aug-94
 49603.50       5.766       4.386 a f   8-Sep-94  a guess (copied frm 12-Sep)
 49605.50       5.766       4.386 a f  10-Sep-94  a guess (copied frm 12-Sep)
 49607.50       5.766       4.386 a f  12-Sep-94  
 49653.50       0.0        -3.3   a f  28-Oct-94  interp from Berkeley meas.
 49654.50       0.0        -3.3   a f  29-Oct-94  interp from Berkeley meas.
 49655.50       0.0        -3.4   a f  30-Oct-94  interp from Berkeley meas.
 49656.50       0.0        -3.4   a f  31-Oct-94  interp from Berkeley meas.
 49657.50       0.0        -3.4   a f   1-Nov-94  interp from Berkeley meas.
 49670.50       0.0        -3.8   a f  14-Nov-94  interp from Berkeley meas.
 49671.50       0.0        -3.8   a f  15-Nov-94  interp from Berkeley meas.
 49672.50       0.0        -3.8   a f  16-Nov-94  interp from Berkeley meas.
 49673.50       0.0        -3.9   a f  17-Nov-94  interp from Berkeley meas.
 49685.50       0.0        -4.2   a f  29-Nov-94  interp from Berkeley meas.
 49686.50       0.0        -4.2   a f  30-Nov-94  interp from Berkeley meas.
 49687.50       0.0        -4.3   a f   1-Dec-94  interp from Berkeley meas.
 49695.50       0.0        -4.5   a f   9-Dec-94  interp from Berkeley meas.
 49696.50       0.0        -4.5   a f  10-Dec-94  interp from Berkeley meas.
 49697.50       0.0        -4.5   a f  11-Dec-94  interp from Berkeley meas.
 49698.50       0.0        -4.6   a f  12-Dec-94  interp from Berkeley meas.
 49699.50       0.0        -4.6   a f  13-Dec-94  interp from Berkeley meas.
 49704.50       0.0        -4.8   a f  18-Dec-94  interp from Berkeley meas.
 49705.50       0.0        -4.8   a f  19-Dec-94  interp from Berkeley meas.
 49706.50       0.0        -4.8   a f  20-Dec-94  interp from Berkeley meas.
 49707.50       0.0        -4.9   a f  21-Dec-94  interp from Berkeley meas.
 49708.50       0.0        -4.9   a f  22-Dec-94  interp from Berkeley meas.
 49714.50       0.0        -5.1   a f  28-Dec-94  interp from Berkeley meas.
 49715.50       0.0        -5.1   a f  29-Dec-94  interp from Berkeley meas.
 49716.50       0.0        -5.1   a f  30-Dec-94  interp from Berkeley meas.
 49717.50       0.0        -5.1   a f  31-Dec-94  interp from Berkeley meas.
 49718.50       0.0        -5.2   a f   1-Jan-95  interp from Berkeley meas.
 49719.50       0.0        -5.2   a f   2-Jan-95  interp from Berkeley meas.
 49720.50       0.0        -5.2   a f   3-Jan-95  interp from Berkeley meas.
 49742.50       0.0        -6.040 a    25-Jan-95  140ft data from GB offsets
 49743.50       0.0        -6.054 a    26-Jan-95
 49744.50       0.0        -6.084 a    27-Jan-95
 49745.50       0.0        -6.099 a    28-Jan-95
 49746.50       0.0        -6.124 a    29-Jan-95
 49747.50       0.0        -6.154 a    30-Jan-95
 49748.50       0.0        -6.165 a     0-Feb-95
 49749.50       0.0        -6.180 a     1-Feb-95
 49750.50       0.0        -6.237 a     2-Feb-95
 49751.50       0.0        -6.245 a     3-Feb-95
 49752.50       0.0        -6.277 a     4-Feb-95
 49753.50       0.0        -6.308 a     5-Feb-95
 49754.50       0.0        -6.327 a     6-Feb-95
 49755.50       0.0        -6.376 a     7-Feb-95
 49756.50       0.0        -6.399 a     8-Feb-95
 49762.50       0.0        -6.670 a    14-Feb-95
 49763.50       0.0        -6.703 a    15-Feb-95
 49764.50       0.0        -6.742 a    16-Feb-95
 49765.50       0.0        -6.781 a    17-Feb-95
 49766.50       0.0        -6.828 a    18-Feb-95
 49767.50       0.0        -6.863 a    19-Feb-95
 49768.50       0.0        -6.903 a    20-Feb-95
 49769.50       0.0         3.706 a    21-Feb-95
 49770.50       0.0        11.619 a    22-Feb-95
 49771.50       0.0        11.608 a    23-Feb-95
 49772.50       0.0        11.663 a    24-Feb-95
 49773.50       0.0        11.704 a    25-Feb-95
 49774.50       0.0        11.728 a    26-Feb-95
 49775.50       0.0        11.750 a    27-Feb-95
 49776.50       0.0        11.776 a     0-Mar-95
 49777.50       0.0        11.777 a     1-Mar-95
 49778.50       0.0        11.772 a     2-Mar-95
 49779.50       0.0        11.770 a     3-Mar-95
 49780.50       0.0        11.763 a     4-Mar-95
 49781.50       0.0        11.754 a     5-Mar-95
 49782.50       0.0        11.750 a     6-Mar-95
 49783.50       0.0        11.728 a     7-Mar-95
 49784.50       0.0        11.713 a     8-Mar-95
 49785.50       0.0        11.687 a     9-Mar-95
 49786.50       0.0        11.681 a    10-Mar-95
 49789.50       0.0        11.615 a    13-Mar-95
 49790.50       0.0        11.604 a    14-Mar-95
 49791.50       0.0        11.589 a    15-Mar-95
 49792.50       0.0        11.575 a    16-Mar-95
 49793.50       0.0        11.555 a    17-Mar-95
 49794.50       0.0        11.544 a    18-Mar-95
 49795.50       0.0        11.513 a    19-Mar-95
 49796.50       0.0        11.493 a    20-Mar-95
 49797.50       0.0        11.462 a    21-Mar-95
 49798.50       0.0        11.450 a    22-Mar-95
 49799.50       0.0        11.409 a    23-Mar-95
 49800.50       0.0        11.366 a    24-Mar-95
 49801.50       0.0        11.328 a    25-Mar-95
 49802.50       0.0        11.302 a    26-Mar-95
 49803.50       0.0        11.283 a    27-Mar-95
 49804.50       0.0        11.221 a    28-Mar-95
 49805.50       0.0        11.184 a    29-Mar-95
 49806.50       0.0        11.133 a    30-Mar-95
 49807.50       0.0        11.102 a     0-Apr-95
 49808.50       0.0        11.061 a     1-Apr-95
 49809.50       0.0        11.016 a     2-Apr-95
 49810.50       0.0        10.967 a     3-Apr-95
 49811.50       0.0        10.927 a     4-Apr-95
 49812.50       0.0        10.876 a     5-Apr-95
 49813.50       0.0        10.843 a     6-Apr-95
 49814.50       0.0        10.777 a     7-Apr-95
 49815.50       0.0        10.744 a     8-Apr-95
 49816.50       0.0        10.704 a     9-Apr-95
 49817.50       0.0        10.654 a    10-Apr-95
 49818.50       0.0        10.602 a    11-Apr-95
 49819.50       0.0        10.556 a    12-Apr-95
 49820.50       0.0        10.492 a    13-Apr-95
 49821.50       0.0        10.435 a    14-Apr-95
 49822.50       0.0        10.381 a    15-Apr-95
 49823.50       0.0        10.330 a    16-Apr-95
 49824.50       0.0        10.261 a    17-Apr-95
 49825.50       0.0        10.220 a    18-Apr-95
 49826.50       0.0        10.176 a    19-Apr-95
 49827.50       0.0        10.173 a    20-Apr-95
 49828.50       0.0        10.166 a    21-Apr-95
 49829.50       0.0        10.166 a    22-Apr-95
 49830.50       0.0        10.182 a    23-Apr-95
